rank,name,category,verdict,requested_url,final_url,redirected_to_root,competition_signals,homepage_signals,problem
167,High School Fed Challenge,business-entrepreneurship,PROGRAM,https://www.newyorkfed.org/outreach-and-education/high-school/high-school-fed-challenge,https://www.newyorkfed.org/outreach-and-education/high-school/high-school-fed-challenge,,registration deadline eligibility how-to-enter submission grade-band plausible-year,about-us governance careers,
168,National Personal Finance Challenge,business-entrepreneurship,THIN,https://www.councilforeconed.org/national-personal-finance-challenge,https://www.councilforeconed.org/programs/for-students/national-personal-finance-challenge/,,grade-band plausible-year,donate governance careers newsroom,
169,Bebras Computing Challenge (US),computer-science,HOMEPAGE,https://www.bebras.org,https://www.bebras.org/,,,,
170,Model Congress / YMCA Youth & Government,debate-speech,UNREACHABLE,https://www.ymca.org/what-we-do/youth-development/youth-and-government,,,,,fetch failed: 404 Not Found for https://www.ymca.org/what-we-do/youth-development/youth-and-government
171,National Association for Urban Debate Leagues,debate-speech,HOMEPAGE,https://urbandebate.org,https://urbandebate.org/,,plausible-year,donate about-us careers,
172,National High School Ethics Bowl,debate-speech,UNREACHABLE,https://nhseb.unc.edu,,,,,ENOTFOUND (fetch failed)
173,Bill of Rights Institute — MyImpact Challenge,history-geography-civics,PROGRAM,https://billofrightsinstitute.org/myimpact-challenge,https://billofrightsinstitute.org/my-impact-challenge/,,how-to-enter submission grade-band plausible-year,about-us,
174,National History Bee,history-geography-civics,HOMEPAGE,https://www.historybee.com,https://www.historybee.com/,,,,
175,National History Bowl,history-geography-civics,HOMEPAGE,https://www.historybowl.com,https://www.iacompetitions.com/,,registration qualifying grade-band plausible-year,,
176,The American Legion Oratorical Contest,history-geography-civics,PROGRAM,https://www.legion.org/oratorical,https://www.legion.org/get-involved/youth-programs/oratorical-contest,,eligibility how-to-enter grade-band plausible-year,donate membership careers,
177,United States Geography Olympiad,history-geography-civics,UNREACHABLE,https://www.usgeographyolympiad.com,,,,,ENOTFOUND (fetch failed)
178,We the People: The Citizen and the Constitution,history-geography-civics,UNREACHABLE,https://www.civiced.org/wtp-the-program,,,,,fetch failed: 404 Not Found for https://www.civiced.org/wtp-the-program
179,The Actuarial Foundation Modeling the Future Challenge,math,HOMEPAGE,https://www.mtfchallenge.org,https://www.mtfchallenge.org/,,registration eligibility grade-band plausible-year,donate,
180,Who Wants to Be a Mathematician,math,UNREACHABLE,https://www.ams.org/wwtbam,,,,,fetch failed: 403 Forbidden for https://www.ams.org/wwtbam
181,Future Problem Solving Program International,other,HOMEPAGE,https://www.fpspi.org,https://fpspi.org/,,registration eligibility grade-band plausible-year,donate about-us careers,
182,National Invention Convention and Entrepreneurship (NICE),other,HOMEPAGE,https://www.nationalinventionconvention.org,https://www.nationalinventionconvention.org/,,,,
183,North South Foundation Bees (spelling/math/etc.),other,HOMEPAGE,https://www.northsouth.org,https://www.northsouth.org/,,registration deadline submission qualifying grade-band plausible-year,donate about-us governance newsroom,
184,National Junior Science and Humanities Symposium (JSHS),science-engineering,HOMEPAGE,https://www.jshs.org,https://www.jshs.org/,,rules grade-band plausible-year,about-us,
185,National Ocean Sciences Bowl,science-engineering,UNREACHABLE,https://oceanleadership.org/programs/national-ocean-sciences-bowl,,,,,ERR_TLS_CERT_ALTNAME_INVALID (fetch failed)
186,USA Brain Bee,science-engineering,HOMEPAGE,https://www.thebrainbee.org,https://www.thebrainbee.org/,,registration eligibility plausible-year,donate about-us careers,
187,You Be The Solution Challenge,science-engineering,THIN,https://www.cefinstem.org/programs/challenge,https://www.cefinstem.org/programs/challenge/,,registration submission plausible-year,donate about-us governance careers,
188,Ayn Rand Institute Essay Contests (Atlas Shrugged / Anthem / Fountainhead),writing-essay,PROGRAM,https://www.aynrand.org/students/essay-contests,https://aynrand.org/students/essay-contests,,deadline eligibility how-to-enter submission grade-band plausible-year,donate,
189,NACLO (North American Computational Linguistics Open),computer-science,HOMEPAGE,https://naclo.org,https://naclo.org/,,registration deadline grade-band plausible-year,donate about-us,
190,Apple Swift Student Challenge,computer-science,PROGRAM,https://developer.apple.com/swift-student-challenge/,https://developer.apple.com/swift-student-challenge/,,eligibility rules submission plausible-year,careers newsroom,
191,KidWind Challenge,science-engineering,HOMEPAGE,https://www.kidwind.org,https://kidwind.org/,,grade-band plausible-year,about-us,
192,Pegasus National Mythology Exam,academic-bowl,THIN,https://www.etclassics.org/Contests-Exams/Pegasus-Mythology-Exam,https://www.etclassics.org/Contests-Exams/Pegasus-Mythology-Exam,,registration grade-band plausible-year,,
193,Medusa Mythology Exam,academic-bowl,PROGRAM,https://www.etclassics.org/Contests-Exams/Medusa-Mythology-Exam,https://www.etclassics.org/Contests-Exams/Medusa-Mythology-Exam,,registration submission grade-band plausible-year,,
194,Optimist International Oratorical Contest,debate-speech,PROGRAM,https://www.optimist.org/member/scholarships4.cfm,https://www.optimist.org/member/scholarships4.cfm,,deadline eligibility how-to-enter rules qualifying grade-band plausible-year,about-us,
195,Stossel in the Classroom Essay Contest,writing-essay,PROGRAM,https://stosselintheclassroom.org/essay-contest/,https://stosselintheclassroom.org/essay-contest/,,deadline eligibility dates-block rules submission grade-band plausible-year,,
196,World of 8 Billion Student Video Contest,history-geography-civics,PROGRAM,https://www.worldof8billion.org/video-contest/,https://www.worldof8billion.org/video-contest/,,rules submission grade-band plausible-year,,
197,Federal Junior Duck Stamp Art Contest,arts-music,THIN,https://www.fws.gov/program/junior-duck-stamp,https://www.fws.gov/program/junior-duck-stamp,,grade-band plausible-year,about-us careers newsroom,
198,Massachusetts Science & Engineering Fair,science-engineering,HOMEPAGE,https://scifair.com,https://scifair.com/,,deadline how-to-enter submission grade-band plausible-year,donate,
199,MITRE eCTF (Embedded Capture the Flag),computer-science,HOMEPAGE,https://ectf.mitre.org,https://ectf.mitre.org/,,registration eligibility dates-block grade-band plausible-year,,
200,Johns Hopkins Math Tournament (JHMT),math,HOMEPAGE,https://www.johnshopkinsmathtournament.com,https://www.johnshopkinsmathtournament.com/,,grade-band plausible-year,,
201,Washington Area Model UN Conference (WAMUNC),debate-speech,HOMEPAGE,https://www.wamunc.com,https://www.wamunc.com/,,registration grade-band plausible-year,about-us,
202,Worldwide Plays Festival,arts-music,THIN,https://www.writopialab.org/programs/specialty-programs/worldwide-plays-festival,https://www.writopialab.org/programs/specialty-programs/worldwide-plays-festival,,submission grade-band plausible-year,donate about-us governance,
203,Blue Ocean Entrepreneurship Competition,business-entrepreneurship,HOMEPAGE,https://blueoceancompetition.org,https://blueoceancompetition.org/,,registration submission grade-band plausible-year,donate about-us,
204,CodeDay,computer-science,UNREACHABLE,https://www.codeday.org,,,,,fetch failed: 429 Too Many Requests for https://www.codeday.org/
205,MIT Battlecode,computer-science,HOMEPAGE,https://battlecode.org,https://battlecode.org/,,registration eligibility plausible-year,,
206,National Cyber League,computer-science,HOMEPAGE,https://nationalcyberleague.org,https://nationalcyberleague.org/,,registration plausible-year,donate about-us careers annual-report,
207,The Congressional Award,history-geography-civics,HOMEPAGE,https://www.congressionalaward.org,https://www.congressionalaward.org/,,registration plausible-year,donate about-us,
208,USA Junior National Geographic / Slingshot Challenge,other,HOMEPAGE,https://www.nationalgeographic.org/society/our-programs/slingshot-challenge,https://www.nationalgeographic.org/,yes,plausible-year,donate membership about-us careers newsroom annual-report,
209,VEX AI Robotics Competition,robotics,UNREACHABLE,https://recfoundation.net/teams/competition/vex-ai-robotics-competition,,,,,ERR_TLS_CERT_ALTNAME_INVALID (fetch failed)
210,World Robot Olympiad USA,robotics,HOMEPAGE,https://wro-association.org,https://wro-association.org/,,plausible-year,about-us newsroom annual-report,
211,We the Students Essay Contest,writing-essay,THIN,https://billofrightsinstitute.org/engage/students-programs-events/scholarship,https://billofrightsinstitute.org/students/,,grade-band plausible-year,about-us,
212,STEM Racing USA (formerly F1 in Schools),science-engineering,HOMEPAGE,https://www.stemracing.us,https://www.stemracing.us/,,registration plausible-year,newsroom,
213,National Classical Etymology Exam,academic-bowl,THIN,https://www.njcl.org/Online-Exams/National-Classical-Etymology,https://www.njcl.org/Online-Exams/National-Classical-Etymology,,registration grade-band plausible-year,donate membership,
214,World Food Prize Global Youth Institute,other,PROGRAM,https://www.worldfoodprize.org/en/youth_programs/global_youth_institute/,https://www.worldfoodprize.org/en/youth_programs/global_youth_institute/,,registration eligibility grade-band plausible-year,donate governance careers newsroom,
215,BruinMUN,debate-speech,HOMEPAGE,https://www.bruinmun.org,https://www.bruinmun.org/,,registration plausible-year,about-us,
216,Apple Valley MinneApple Debate Tournament,debate-speech,PROGRAM,https://www.tabroom.com/index/tourn/index.mhtml?tourn_id=32065,https://www.tabroom.com/index/tourn/index.mhtml?tourn_id=32065,,registration deadline eligibility qualifying grade-band,,
217,United States Open Music Competition,arts-music,HOMEPAGE,https://www.usomc.org,https://www.usomc.org/,,registration plausible-year,donate governance,
218,MasterMinds,academic-bowl,HOMEPAGE,https://www.nymasterminds.com,https://www.nymasterminds.com/,,registration plausible-year,,
219,AAPT PhysicsBowl,science-engineering,PROGRAM,https://aapt.org/programs/physicsbowl/,https://aapt.org/programs/physicsbowl/,,registration deadline eligibility how-to-enter rules grade-band plausible-year,donate membership newsroom annual-report,
220,National Japanese Exam,academic-bowl,PROGRAM,https://aatj.org/national-japanese-exam/,https://aatj.org/national-japanese-exam/,,registration deadline eligibility rules grade-band plausible-year,donate membership,
221,National Bible Bee,academic-bowl,HOMEPAGE,https://biblebee.org,https://biblebee.org/,,registration plausible-year,donate about-us,
222,ILMUNC (Ivy League Model United Nations Conference),debate-speech,HOMEPAGE,https://www.ilmunc.org,https://www.ilmunc.org/,,registration grade-band plausible-year,about-us,
223,YMUN (Yale Model United Nations),debate-speech,HOMEPAGE,https://www.ymun.org,https://ymun.org/,,registration deadline grade-band plausible-year,about-us,
224,Yale Invitational,debate-speech,THIN,https://www.yaledebate.org/tournaments,https://www.yaledebate.org/tournaments,,grade-band plausible-year,donate about-us,
225,AMVETS Americanism Program,writing-essay,PROGRAM,https://www.amvets.org/americanism,https://www.amvets.org/americanism,,eligibility rules grade-band plausible-year,donate membership,
226,Texas Science & Engineering Fair (TXSEF),science-engineering,HOMEPAGE,https://txsef.tamu.edu,https://txsef.tamu.edu/,,qualifying plausible-year,,
227,Pennsylvania Junior Academy of Science (PJAS),science-engineering,PROGRAM,https://pjas.org,https://pjas.org/,,deadline eligibility rules qualifying grade-band plausible-year,,
228,Georgia Science & Engineering Fair (GSEF),science-engineering,THIN,https://www.georgiacenter.uga.edu/youth-programs/pre-collegiate-competitions/georgia-science-and-engineering-fair,https://www.georgiacenter.uga.edu/youth-programs/pre-collegiate-competitions/georgia-science-and-engineering-fair/,,qualifying grade-band plausible-year,donate about-us governance careers,
229,Illinois Junior Academy of Science State Exposition,science-engineering,HOMEPAGE,https://www.ijas.org,https://www.ijas.org/,,qualifying plausible-year,donate membership about-us,
230,State Science & Engineering Fair of Florida (SSEF),science-engineering,HOMEPAGE,https://ssefflorida.com,https://ssefflorida.com/,,plausible-year,donate about-us,
231,Ohio Academy of Science State Science Day,science-engineering,HOMEPAGE,https://ssd.ohiosci.org,https://ssd.ohiosci.org/,,registration deadline rules qualifying plausible-year,donate,
232,Girls in Math at Yale,math,THIN,https://www.mmaths.org/girls-in-math,https://www.mmaths.org/girls-in-math,,,,
233,UGA High School Math Tournament,math,PROGRAM,https://math.uga.edu/uga-high-school-math-tournament,https://math.uga.edu/uga-high-school-math-tournament,,registration how-to-enter rules qualifying grade-band plausible-year,,
234,MIT Model United Nations Conference (MITMUNC),debate-speech,HOMEPAGE,https://mitmunc.org,https://mitmunc.org/,,registration plausible-year,about-us,
235,Young Playwrights Festival,arts-music,THIN,https://www.theblank.com/ypf,https://www.theblank.com/ypf,,rules submission plausible-year,donate careers,
236,New Voices One-Act Competition,arts-music,PROGRAM,https://www.youthplays.com/new_voices.php,https://www.youthplays.com/new_voices.php,,deadline rules submission grade-band plausible-year,,
237,American Legion Auxiliary Americanism Essay Contest,writing-essay,PROGRAM,https://www.legion-aux.org/americanism-essay-contest,https://www.legion-aux.org/americanism-essay-contest,,deadline eligibility rules submission grade-band plausible-year,donate membership about-us,
238,Academic Games Leagues of America (AGLOA),academic-bowl,HOMEPAGE,https://agloa.org,https://agloa.org/,,registration plausible-year,donate about-us,
239,Certamen (National Junior Classical League),academic-bowl,HOMEPAGE,https://www.njcl.org,https://www.njcl.org/,,plausible-year,membership,
240,It's Academic,academic-bowl,UNREACHABLE,https://www.itsacademictv.com,,,,,ENOTFOUND (fetch failed)
241,Kentucky Governor's Cup,academic-bowl,PROGRAM,https://kaac.com/governors-cup,https://kaac.com/governors-cup/,,registration deadline dates-block grade-band plausible-year,donate membership governance,
242,NAQT Small School National Championship (SSNCT),academic-bowl,UNREACHABLE,https://www.naqt.com/ssnct,,,,,fetch failed: 403 Forbidden for https://www.naqt.com/ssnct
243,National All-Star Academic Tournament (NASAT),academic-bowl,HOMEPAGE,https://iqbtnasat.com,https://iqbtnasat.com/,,registration qualifying plausible-year,about-us,
244,Scholastic Bowl (IHSA state series),academic-bowl,HOMEPAGE,https://www.ihsa.org,https://www.ihsa.org/,,grade-band,,
245,United States Academic Pentathlon,academic-bowl,UNREACHABLE,https://www.usad.org/USAP,,,,,fetch failed: 404 Not Found for https://www.usad.org/USAP
246,WordMasters Challenge,academic-bowl,HOMEPAGE,https://www.wordmasterschallenge.com,https://www.wordmasterschallenge.com/,,deadline submission grade-band plausible-year,,
247,ASTA National Orchestra Festival,arts-music,HOMEPAGE,https://www.astastrings.org,https://www.astastrings.org/,,registration plausible-year,membership,
248,DownBeat Student Music Awards,arts-music,THIN,https://downbeat.com/sma,https://downbeat.com/sma,,plausible-year,,
249,Fischoff Junior Division,arts-music,HOMEPAGE,https://www.fischoff.org,https://fischoff.org/,,grade-band plausible-year,donate about-us annual-report,
250,From the Top (young musicians showcase),arts-music,HOMEPAGE,https://www.fromthetop.org,https://fromthetop.org/,,plausible-year,donate about-us,
251,Lions International Peace Poster Contest,arts-music,UNREACHABLE,https://www.lionsclubs.org/en/resources-for-members/resource-center/peace-poster-contest,,,,,fetch failed: 404 Not Found for https://www.lionsclubs.org/en/resources-for-members/resource-center/peace-poster-contest
252,NATS National Student Auditions,arts-music,PROGRAM,https://www.nats.org/national_student_auditions.html,https://www.nats.org/national_student_auditions.html,,registration deadline eligibility fee dates-block rules submission qualifying grade-band plausible-year,membership about-us governance,
253,National Film Festival for Talented Youth (NFFTY),arts-music,HOMEPAGE,https://www.nffty.org,https://www.nffty.org/,,rules submission plausible-year,donate newsroom,
254,The Music Center's Spotlight,arts-music,UNREACHABLE,https://www.musiccenter.org/education/spotlight,,,,,robots.txt disallows fetching https://musiccenter.queue-it.net/?…
255,Toyota Dream Car Art Contest (USA),arts-music,UNREACHABLE,https://www.toyota.com/usa/dreamcar,,,,,fetch failed: 404 Not Found for https://www.toyota.com/usa/dreamcar
256,Vans Custom Culture,arts-music,UNREACHABLE,https://www.vans.com/en-us/custom-culture,,,,,fetch failed: 403 Forbidden for https://www.vans.com/en-us/custom-culture
257,InvestWrite,business-entrepreneurship,PROGRAM,https://www.stockmarketgame.org/investwrite.html,https://www.stockmarketgame.org/investwrite.html,,registration eligibility rules submission qualifying grade-band,,
258,JA Company of the Year,business-entrepreneurship,HOMEPAGE,https://jausa.ja.org,https://jausa.ja.org/,,,donate about-us newsroom,
259,LaunchX / Launch High School,business-entrepreneurship,HOMEPAGE,https://launchx.com,https://www.launchx.com/,,how-to-enter plausible-year,careers,
260,NFTE National Youth Entrepreneurship Challenge,business-entrepreneurship,HOMEPAGE,https://www.nfte.com,https://nfte.com/,,plausible-year,donate about-us careers,
261,VEI (Virtual Enterprises) Youth Business Summit,business-entrepreneurship,HOMEPAGE,https://veinternational.org,https://veinternational.org/,,plausible-year,donate about-us careers newsroom,
262,Young Entrepreneurs Academy Saunders Scholars,business-entrepreneurship,UNREACHABLE,https://yeausa.org/about/saunders-scholars,,,,,fetch failed: 404 Not Found for https://yeausa.org/about/saunders-scholars
263,Codequest (Lockheed Martin),computer-science,PROGRAM,https://www.lockheedmartin.com/codequest,https://www.lockheedmartin.com/en-us/who-we-are/communities/codequest.html,,registration eligibility dates-block rules grade-band plausible-year,about-us governance careers newsroom,
264,Cyber FastTrack / National Cyber Scholarship,computer-science,UNREACHABLE,https://www.nationalcyberscholarship.org,,,,,fetch failed: 404 Not Found for https://www.nationalcyberscholarship.org/
265,Cyberstart America,computer-science,UNREACHABLE,https://www.cyberstartamerica.org,,,,,fetch failed: 404 Not Found for https://www.nationalcyberscholarship.org/
266,Games for Change Student Challenge,computer-science,UNREACHABLE,https://www.gamesforchange.org/studentchallenge,,,,,ENOTFOUND (fetch failed)
267,HP CodeWars,computer-science,UNREACHABLE,https://www.hp.com/codewars,,,,,fetch failed: 404 Not Found for https://www.hp.com/codewars
268,HPE CodeWars,computer-science,HOMEPAGE,https://hpecodewars.org,https://hpecodewars.org/,,,,
269,Microsoft Imagine Cup Junior,computer-science,PROGRAM,https://imaginecup.microsoft.com,https://imaginecup.microsoft.com/en-us,,deadline eligibility how-to-enter rules submission plausible-year,careers,
270,National STEM League / CoderZ League,computer-science,UNREACHABLE,https://gocoderz.com,,,,,fetch failed: 403 Forbidden for https://gocoderz.com/
271,Verizon Innovative Learning App Challenge,computer-science,UNREACHABLE,https://appchallenge.tsaweb.org,,,,,CERT_HAS_EXPIRED (fetch failed)
272,Barkley Forum (Emory),debate-speech,UNREACHABLE,https://www.barkleyforum.com,,,,,ENOTFOUND (fetch failed)
273,California Invitational (Berkeley),debate-speech,UNREACHABLE,https://www.calnationals.org,,,,,ENOTFOUND (fetch failed)
274,Debate: National Catholic Forensic League Grand Nationals,debate-speech,HOMEPAGE,https://www.ncfl.org,https://www.ncfl.org/,,grade-band plausible-year,membership about-us,
275,Glenbrooks Speech and Debate Tournament,debate-speech,THIN,https://www.glenbrooks.com,https://unstoppabledomains.com/d/glenbrooks.com,,,,
276,Harvard Model Congress,debate-speech,UNREACHABLE,https://www.harvardmodelcongress.org,,,,,robots.txt disallows fetching https://www.harvardmodelcongress.org/ for our user-agent
277,National Christian Forensics and Communications Association (NCFCA),debate-speech,HOMEPAGE,https://www.ncfca.org,https://ncfca.org/,,registration deadline rules grade-band plausible-year,donate about-us careers newsroom,
278,North American Invitational Model UN (NAIMUN),debate-speech,HOMEPAGE,https://naimun.modelun.org,https://naimun.modelun.org/,,registration dates-block grade-band plausible-year,about-us,
279,Stoa USA Speech & Debate,debate-speech,HOMEPAGE,https://www.stoausa.org,https://www.stoausa.org/,,eligibility grade-band plausible-year,donate membership about-us,
280,YMCA Conference on National Affairs,debate-speech,UNREACHABLE,https://ymcacona.org,,,,,fetch failed: 403 Forbidden for https://ymcacona.org/
281,Center for Civic Education / Project Citizen,history-geography-civics,THIN,https://www.civiced.org/project-citizen,https://www.civiced.org/project-citizen,,grade-band,donate careers,
282,Prudential Emerging Visionaries (civic),history-geography-civics,THIN,https://www.prudential.com/links/about/prudential-emerging-visionaries,https://www.prudential.com/links/about/prudential-emerging-visionaries,,,,
283,United States Senate Youth Program,history-geography-civics,PROGRAM,https://ussenateyouth.org,https://ussenateyouth.org/,,deadline how-to-enter dates-block rules qualifying grade-band plausible-year,careers,
284,Bay Area Mathematical Olympiad (BAMO),math,HOMEPAGE,https://www.bamo.org,https://www.bamo.org/,,registration grade-band plausible-year,donate,
285,Caltech Harvey Mudd Math Competition (CHMMC),math,UNREACHABLE,https://chmmc.caltech.edu,,,,,ERR_TLS_CERT_ALTNAME_INVALID (fetch failed)
286,Duke Math Meet (DMM),math,HOMEPAGE,https://dukemathmeet.org,https://dukemathmeet.org/,,registration grade-band plausible-year,,
287,Lexington Math Tournament (LMT),math,UNREACHABLE,https://lmt.mkhs.dev,,,,,ENOTFOUND (fetch failed)
288,Math Madness (areteem),math,UNREACHABLE,https://www.mathmadnessonline.com,,,,,ENOTFOUND (fetch failed)
289,Math is Cool Championships,math,HOMEPAGE,https://www.academicsarecool.com,https://www.academicsarecool.com/,,,,
290,MathCON,math,HOMEPAGE,https://www.mathcon.org,https://www.mathcon.org/,,registration plausible-year,donate,
291,National Assessment & Testing math contests,math,HOMEPAGE,https://www.natassessment.com,https://www.natassessment.com/,,,,
292,New York City Interscholastic Mathematics League (NYCIML),math,HOMEPAGE,https://www.nyciml.org,https://www.nyciml.org/,,registration grade-band plausible-year,,
293,Rocket City Math League,math,UNREACHABLE,https://www.rocketcitymath.org,,,,,fetch failed: 404 Not Found for https://www.rocketcitymath.org/
294,Coolidge Scholarship,other,HOMEPAGE,https://coolidgescholars.org,https://coolidgescholars.org/,,eligibility rules plausible-year,,
295,Lemelson-MIT / InvenTeams,other,THIN,https://lemelson.mit.edu/inventeams,https://lemelson.mit.edu/inventeams,,grade-band plausible-year,donate about-us governance,
296,Rube Goldberg Machine Contest,other,HOMEPAGE,https://www.rubegoldberg.org,https://www.rubegoldberg.org/,,plausible-year,donate,
297,BotBall Educational Robotics,robotics,UNREACHABLE,https://www.botball.org,,,,,DEPTH_ZERO_SELF_SIGNED_CERT (fetch failed)
298,FIRST Global Challenge (US team),robotics,HOMEPAGE,https://first.global,https://first.global/,,plausible-year,donate careers newsroom,
299,FIRST LEGO League Discover,robotics,UNREACHABLE,https://www.firstinspires.org/robotics/fll/discover,,,,,fetch failed: 404 Not Found for https://www.firstinspires.org/robotics/fll/discover
300,RoboCupJunior US,robotics,UNREACHABLE,https://robocupjunioramerica.org,,,,,ENOTFOUND (fetch failed)
301,Robofest,robotics,HOMEPAGE,https://www.robofest.net,https://www.robofest.net/,,registration rules grade-band plausible-year,donate annual-report,
302,SeaPerch / RoboNation SeaPerch Challenge,robotics,HOMEPAGE,https://seaperch.org,https://seaperch.org/,,plausible-year,donate,
303,TSA VEX Robotics / TSA Robotics,robotics,HOMEPAGE,https://tsaweb.org,https://tsaweb.org/,,grade-band plausible-year,,
304,Wonder League Robotics Competition,robotics,PROGRAM,https://www.makewonder.com/robotics-competition,https://www.makewonder.com/robotics-competition/,,registration how-to-enter dates-block submission plausible-year,about-us,
305,Zero Robotics,robotics,HOMEPAGE,https://zerorobotics.mit.edu,https://zerorobotics.mit.edu/,,registration grade-band plausible-year,newsroom,
306,BioGENEius Challenge,science-engineering,THIN,https://biotechinstitute.org/programs/biogeneius,https://biotechinstitute.org/biogeneius/,,grade-band plausible-year,about-us,
307,California Science and Engineering Fair,science-engineering,UNREACHABLE,https://csef.usc.edu,,,,,UNABLE_TO_VERIFY_LEAF_SIGNATURE (fetch failed)
308,Junior Solar Sprint,science-engineering,UNREACHABLE,https://www.jss.usaeop.com,,,,,ENOTFOUND (fetch failed)
309,National STEM Challenge,science-engineering,UNREACHABLE,https://www.thestemchallenge.org,,,,,ENOTFOUND (fetch failed)
310,Real World Design Challenge,science-engineering,UNREACHABLE,https://www.realworlddesignchallenge.org,,,,,ENOTFOUND (fetch failed)
311,Solar Car Challenge,science-engineering,HOMEPAGE,https://www.solarcarchallenge.org,https://www.solarcarchallenge.org/,,,,
312,Stockholm Junior Water Prize (US),science-engineering,THIN,https://www.wef.org/sjwp,https://www.wef.org/sjwp,,eligibility grade-band plausible-year,donate membership governance careers,
313,Supermileage / Shell Eco-marathon Americas,science-engineering,HOMEPAGE,https://www.makethefuture.shell/en-us/shell-eco-marathon,https://www.shellecomarathon.com/,yes,,,
314,"TEAMS (Tests of Engineering Aptitude, Math, Science)",science-engineering,UNREACHABLE,https://teams.tsaweb.org,,,,,UND_ERR_CONNECT_TIMEOUT (fetch failed)
315,USA National Astronomy Competition / Astronomy Olympiad,science-engineering,HOMEPAGE,https://usaaao.org,https://usaaao.org/,,registration qualifying grade-band plausible-year,donate about-us,
316,iGEM (International Genetically Engineered Machine) High School,science-engineering,HOMEPAGE,https://igem.org,https://igem.org/,,,,
317,Bennington College Young Writers Awards,writing-essay,PROGRAM,https://www.bennington.edu/events/young-writers-awards,https://www.bennington.edu/events/bennington-young-creators-awards/bennington-young-writers-awards,,deadline eligibility fee dates-block rules submission grade-band,newsroom,
318,DAR American History Essay Contest,writing-essay,THIN,https://www.dar.org/national-society/education/essay-contests,https://www.dar.org/outreach/education/essay-contests,,rules grade-band plausible-year,donate membership about-us careers,
319,Kenyon Review Patricia Grodd Poetry Prize,writing-essay,PROGRAM,https://kenyonreview.org/submit/patricia-grodd,https://kenyonreview.org/submit/patricia-grodd/,,fee submission qualifying grade-band plausible-year,donate about-us,
320,NCTE Promising Young Writers,writing-essay,THIN,https://ncte.org/awards/promising-young-writers,https://ncte.org/awards/student-writing-awards/promising-young-writers/,,dates-block submission plausible-year,donate membership,
321,National Council of Teachers of English Achievement Awards,writing-essay,THIN,https://ncte.org/awards,https://ncte.org/awards/,,deadline grade-band plausible-year,donate membership careers,
322,Optimist International Essay Contest,writing-essay,PROGRAM,https://www.optimist.org/member/scholarships3.cfm,https://www.optimist.org/member/scholarships3.cfm,,deadline eligibility how-to-enter submission grade-band plausible-year,about-us,
323,Signet Classics Student Scholarship Essay Contest,writing-essay,UNREACHABLE,https://www.penguinrandomhouse.com/pages/signet-classics-scholarship-essay-contest,,,,,fetch failed: 404 Not Found for https://www.penguinrandomhouse.com/pages/signet-classics-scholarship-essay-contest
324,Genes in Space,science-engineering,HOMEPAGE,https://www.genesinspace.org,https://www.genesinspace.org/,,how-to-enter plausible-year,newsroom,
325,National Trumpet Competition,arts-music,HOMEPAGE,https://nationaltrumpetcomp.org,https://nationaltrumpetcomp.org/,,plausible-year,governance,
326,Braille Challenge,other,THIN,https://brailleinstitute.org/braille-challenge,https://www.brailleinstitute.org/braille-challenge/,,qualifying plausible-year,donate,
327,Terra NYC STEM Fair,science-engineering,HOMEPAGE,https://tnycfair.org,https://tnycfair.org/,,registration deadline submission grade-band plausible-year,donate about-us,
328,President's Environmental Youth Award (PEYA),science-engineering,UNREACHABLE,https://www.epa.gov/education/presidents-environmental-youth-award-peya,,,,,fetch failed: 404 Not Found for https://www.epa.gov/education/presidents-environmental-youth-award-peya
329,Log1 Contest,math,THIN,https://mualphatheta.org/national-log-1-contest,https://mualphatheta.org/national-log-1-contest,,grade-band plausible-year,about-us,
330,Chicago International Model United Nations (CIMUN),debate-speech,HOMEPAGE,https://www.cimun.org,https://www.cimun.org/,,registration dates-block grade-band plausible-year,about-us,
331,Rutgers Model United Nations (RUMUN),debate-speech,HOMEPAGE,https://www.rumun.net,https://www.rumun.net/,,plausible-year,about-us governance,
332,Harlan Institute Virtual Supreme Court Competition,history-geography-civics,THIN,https://harlaninstitute.org/virtual-supreme-court/,https://harlaninstitute.org/virtual-supreme-court/,,submission grade-band plausible-year,donate,
333,VHSL Scholastic Bowl,academic-bowl,UNREACHABLE,https://www.vhsl.org/scholastic-bowl/,,,,,robots.txt disallows fetching https://www.vhsl.org/scholastic-bowl/ for our user-agent
334,StellarXplorers,science-engineering,HOMEPAGE,https://www.stellarxplorers.org,https://www.stellarxplorers.org/,,registration grade-band,donate careers newsroom,
335,UAS4STEM,robotics,THIN,https://www.amaflightschool.org/programs/uas4stem-drone-challenge,https://www.amaflightschool.org/programs/uas4stem-drone-challenge,,grade-band plausible-year,,
336,Cubes in Space,science-engineering,HOMEPAGE,https://www.cubesinspace.com,https://www.cubesinspace.com/,,registration deadline grade-band plausible-year,about-us,
337,Texas A&M High School Mathematics Contest,math,THIN,https://artsci.tamu.edu/mathematics/outreach/programs/index.html,https://artsci.tamu.edu/mathematics/outreach/programs/index.html,,registration grade-band,,
338,World Historian Student Essay Competition,history-geography-civics,UNREACHABLE,https://members.thewha.org/page/world_historian_student_essay,,,,,fetch failed: 404 Not Found for https://members.thewha.org/404.aspx
